a,b,c,d,e,f,g,h,i,j
67,10,65.420,0.513,0.340,140.000,122.000,0.534,0.95,100000
68,10,71.491,0.511,0.341,138.000,124.000,0.527,0.95,100000
69,10,71.491,0.511,0.341,138.000,124.000,0.527,0.95,100000
70,10,85.614,0.359,0.344,107.000,155.000,0.408,0.95,100000
71,10,85.614,0.359,0.345,107.000,155.000,0.408,0.95,100000
72,10,85.614,0.359,0.345,107.000,155.000,0.408,0.95,100000
73,10,85.579,0.359,0.346,107.000,155.000,0.408,0.95,100000
74,10,85.579,0.359,0.346,107.000,155.000,0.408,0.95,100000
75,10,85.556,0.361,0.347,108.000,154.000,0.412,0.95,100000
76,10,85.556,0.361,0.348,108.000,154.000,0.412,0.95,100000
77,10,85.556,0.361,0.348,108.000,154.000,0.412,0.95,100000
78,10,85.556,0.361,0.349,108.000,154.000,0.412,0.95,100000
79,10,85.562,0.361,0.350,108.000,154.000,0.412,0.95,100000
80,10,84.051,0.359,0.351,107.000,155.000,0.408,0.95,100000
81,10,78.202,0.361,0.351,108.000,154.000,0.412,0.95,100000
82,10,73.914,0.365,0.352,109.000,153.000,0.416,0.95,100000
83,10,73.914,0.365,0.352,109.000,153.000,0.416,0.95,100000
84,10,72.707,0.367,0.353,109.000,153.000,0.416,0.95,100000
85,10,67.618,0.467,0.354,136.000,126.000,0.519,0.95,100000
86,10,67.500,0.467,0.354,136.000,126.000,0.519,0.95,100000
87,10,67.510,0.467,0.355,136.000,126.000,0.519,0.95,100000
88,10,67.510,0.467,0.355,136.000,126.000,0.519,0.95,100000
89,10,67.510,0.467,0.356,136.000,126.000,0.519,0.95,100000
90,10,67.542,0.467,0.359,136.000,126.000,0.519,0.95,100000
91,10,67.516,0.467,0.359,136.000,126.000,0.519,0.95,100000
92,10,68.608,0.438,0.360,131.000,131.000,0.500,0.95,100000
93,10,68.608,0.438,0.360,131.000,131.000,0.500,0.95,100000
94,10,68.608,0.438,0.360,131.000,131.000,0.500,0.95,100000
95,10,68.608,0.438,0.361,131.000,131.000,0.500,0.95,100000
96,10,68.537,0.438,0.361,131.000,131.000,0.500,0.95,100000
97,10,70.226,0.438,0.361,131.000,131.000,0.500,0.95,100000
98,10,70.226,0.438,0.362,131.000,131.000,0.500,0.95,100000
99,10,70.226,0.438,0.453,131.000,131.000,0.500,0.95,100000
100,10,70.226,0.438,0.453,131.000,131.000,0.500,0.95,100000
1,9,64.157,0.465,0.152,124.000,138.000,0.473,0.95,100000
2,9,64.157,0.465,0.153,124.000,138.000,0.473,0.95,100000
3,9,64.157,0.465,0.154,124.000,138.000,0.473,0.95,100000
4,9,64.149,0.465,0.155,124.000,138.000,0.473,0.95,100000
5,9,64.157,0.465,0.156,124.000,138.000,0.473,0.95,100000
6,9,63.982,0.464,0.157,124.000,138.000,0.473,0.95,100000
7,9,63.783,0.464,0.158,122.000,140.000,0.466,0.95,100000
8,9,63.783,0.464,0.159,122.000,140.000,0.466,0.95,100000
9,9,63.784,0.464,0.160,122.000,140.000,0.466,0.95,100000
10,9,63.784,0.464,0.160,122.000,140.000,0.466,0.95,100000
11,9,63.784,0.464,0.161,122.000,140.000,0.466,0.95,100000
12,9,64.960,0.460,0.162,120.000,142.000,0.458,0.95,100000
13,9,65.195,0.460,0.162,120.000,142.000,0.458,0.95,100000
14,9,77.449,0.337,0.204,96.000,166.000,0.366,0.95,100000
15,9,77.554,0.335,0.204,96.000,166.000,0.366,0.95,100000
16,9,77.554,0.335,0.205,96.000,166.000,0.366,0.95,100000
17,9,77.551,0.335,0.205,96.000,166.000,0.366,0.95,100000
18,9,76.585,0.337,0.206,96.000,166.000,0.366,0.95,100000
19,9,76.573,0.337,0.207,95.000,167.000,0.363,0.95,100000
20,9,76.566,0.337,0.207,95.000,167.000,0.363,0.95,100000
21,9,78.553,0.337,0.208,95.000,167.000,0.363,0.95,100000
22,9,79.065,0.337,0.209,95.000,167.000,0.363,0.95,100000
23,9,77.433,0.337,0.209,100.000,162.000,0.382,0.95,100000
24,9,77.816,0.335,0.211,100.000,162.000,0.382,0.95,100000
25,9,77.776,0.339,0.213,99.000,163.000,0.378,0.95,100000
26,9,73.315,0.341,0.214,99.000,163.000,0.378,0.95,100000
27,9,70.283,0.341,0.214,99.000,163.000,0.378,0.95,100000
28,9,63.239,0.606,0.216,147.000,115.000,0.561,0.95,100000
29,9,63.239,0.606,0.217,147.000,115.000,0.561,0.95,100000
30,9,63.248,0.606,0.217,147.000,115.000,0.561,0.95,100000
31,9,60.145,0.633,0.252,156.000,106.000,0.595,0.95,100000
32,9,60.145,0.633,0.354,156.000,106.000,0.595,0.95,100000
33,9,58.939,0.657,0.466,160.000,102.000,0.611,0.95,100000
34,9,59.712,0.643,0.467,159.000,103.000,0.607,0.95,100000
35,9,59.712,0.643,0.468,159.000,103.000,0.607,0.95,100000
36,9,61.982,0.651,0.468,159.000,103.000,0.607,0.95,100000
37,9,61.982,0.651,0.469,159.000,103.000,0.607,0.95,100000
38,9,69.142,0.377,0.470,97.000,165.000,0.370,0.95,100000
39,9,69.142,0.377,0.471,97.000,165.000,0.370,0.95,100000
40,9,78.468,0.363,0.471,95.000,167.000,0.363,0.95,100000
41,9,73.076,0.432,0.472,117.000,145.000,0.447,0.95,100000
42,9,73.145,0.430,0.473,118.000,144.000,0.450,0.95,100000
43,9,73.145,0.430,0.473,118.000,144.000,0.450,0.95,100000
44,9,73.145,0.430,0.474,118.000,144.000,0.450,0.95,100000
45,9,73.695,0.422,0.475,113.000,149.000,0.431,0.95,100000
46,9,73.695,0.422,0.476,113.000,149.000,0.431,0.95,100000
47,9,73.487,0.424,0.478,113.000,149.000,0.431,0.95,100000
48,9,74.941,0.428,0.479,116.000,146.000,0.443,0.95,100000
49,9,74.941,0.428,0.480,116.000,146.000,0.443,0.95,100000
50,9,74.941,0.428,0.480,116.000,146.000,0.443,0.95,100000
51,9,74.974,0.428,0.481,116.000,146.000,0.443,0.95,100000
52,9,74.978,0.428,0.482,116.000,146.000,0.443,0.95,100000
53,9,70.362,0.487,0.483,118.000,144.000,0.450,0.95,100000
54,9,69.853,0.489,0.483,120.000,142.000,0.458,0.95,100000
55,9,69.853,0.489,0.484,120.000,142.000,0.458,0.95,100000
56,9,71.547,0.493,0.485,117.000,145.000,0.447,0.95,100000
57,9,71.495,0.499,0.485,117.000,145.000,0.447,0.95,100000
58,9,71.636,0.493,0.486,117.000,145.000,0.447,0.95,100000
59,9,55.045,0.651,0.487,160.000,102.000,0.611,0.95,100000
60,9,55.085,0.651,0.488,160.000,102.000,0.611,0.95,100000
61,9,55.090,0.651,0.489,160.000,102.000,0.611,0.95,100000
62,9,55.169,0.651,0.490,160.000,102.000,0.611,0.95,100000
63,9,59.865,0.544,0.490,142.000,120.000,0.542,0.95,100000
64,9,63.802,0.540,0.491,140.000,122.000,0.534,0.95,100000
65,9,63.105,0.550,0.492,137.000,125.000,0.523,0.95,100000
66,9,63.097,0.550,0.493,137.000,125.000,0.523,0.95,100000
67,9,62.712,0.552,0.493,137.000,125.000,0.523,0.95,100000
68,9,74.722,0.523,0.494,137.000,125.000,0.523,0.95,100000
69,9,74.728,0.523,0.494,137.000,125.000,0.523,0.95,100000
70,9,75.160,0.519,0.495,137.000,125.000,0.523,0.95,100000
71,9,88.651,0.333,0.495,100.000,162.000,0.382,0.95,100000
72,9,88.651,0.333,0.496,100.000,162.000,0.382,0.95,100000
73,9,88.661,0.333,0.497,100.000,162.000,0.382,0.95,100000
74,9,90.901,0.333,0.497,100.000,162.000,0.382,0.95,100000
75,9,90.901,0.333,0.498,100.000,162.000,0.382,0.95,100000
76,9,90.106,0.333,0.498,100.000,162.000,0.382,0.95,100000
77,9,90.126,0.333,0.499,100.000,162.000,0.382,0.95,100000
78,9,89.816,0.333,0.500,100.000,162.000,0.382,0.95,100000
79,9,90.306,0.333,0.500,100.000,162.000,0.382,0.95,100000
80,9,90.393,0.333,0.501,100.000,162.000,0.382,0.95,100000
81,9,84.512,0.333,0.501,100.000,162.000,0.382,0.95,100000
82,9,84.512,0.333,0.563,100.000,162.000,0.382,0.95,100000
83,9,84.512,0.333,0.566,100.000,162.000,0.382,0.95,100000
84,9,84.512,0.333,0.567,100.000,162.000,0.382,0.95,100000
85,9,84.495,0.333,0.567,100.000,162.000,0.382,0.95,100000
86,9,74.073,0.333,0.568,100.000,162.000,0.382,0.95,100000
87,9,74.073,0.333,0.569,100.000,162.000,0.382,0.95,100000
88,9,102.976,0.333,0.570,100.000,162.000,0.382,0.95,100000
89,9,102.986,0.333,0.570,100.000,162.000,0.382,0.95,100000
90,9,102.957,0.333,0.571,100.000,162.000,0.382,0.95,100000
91,9,102.961,0.333,0.571,100.000,162.000,0.382,0.95,100000
92,9,102.961,0.333,0.572,100.000,162.000,0.382,0.95,100000
93,9,97.213,0.333,0.572,100.000,162.000,0.382,0.95,100000
94,9,97.197,0.333,0.572,100.000,162.000,0.382,0.95,100000
95,9,96.532,0.333,0.573,100.000,162.000,0.382,0.95,100000
96,9,96.534,0.333,0.573,100.000,162.000,0.382,0.95,100000
97,9,107.633,0.333,0.574,100.000,162.000,0.382,0.95,100000
98,9,107.689,0.333,0.574,100.000,162.000,0.382,0.95,100000
99,9,107.697,0.333,0.575,100.000,162.000,0.382,0.95,100000
100,9,107.743,0.333,0.575,100.000,162.000,0.382,0.95,100000
1,7,72.183,0.469,0.080,123.000,139.000,0.469,0.95,100000
2,7,72.183,0.469,0.081,123.000,139.000,0.469,0.95,100000
3,7,72.183,0.469,0.082,123.000,139.000,0.469,0.95,100000
4,7,82.296,0.310,0.082,104.000,158.000,0.397,0.95,100000
5,7,82.287,0.310,0.083,104.000,158.000,0.397,0.95,100000
6,7,82.379,0.310,0.084,104.000,158.000,0.397,0.95,100000
7,7,82.379,0.310,0.085,104.000,158.000,0.397,0.95,100000
8,7,82.380,0.310,0.086,104.000,158.000,0.397,0.95,100000
9,7,82.380,0.310,0.086,104.000,158.000,0.397,0.95,100000
10,7,82.485,0.327,0.087,104.000,158.000,0.397,0.95,100000
11,7,82.392,0.327,0.175,104.000,158.000,0.397,0.95,100000
12,7,82.392,0.327,0.176,104.000,158.000,0.397,0.95,100000
13,7,82.392,0.327,0.176,104.000,158.000,0.397,0.95,100000
14,7,82.157,0.333,0.177,100.000,162.000,0.382,0.95,100000
15,7,82.157,0.333,0.178,100.000,162.000,0.382,0.95,100000
16,7,82.157,0.333,0.179,100.000,162.000,0.382,0.95,100000
17,7,82.157,0.333,0.179,100.000,162.000,0.382,0.95,100000
18,7,82.157,0.333,0.180,100.000,162.000,0.382,0.95,100000
19,7,82.157,0.333,0.180,100.000,162.000,0.382,0.95,100000
20,7,82.157,0.333,0.289,100.000,162.000,0.382,0.95,100000
21,7,82.372,0.323,0.290,102.000,160.000,0.389,0.95,100000
22,7,82.372,0.323,0.291,102.000,160.000,0.389,0.95,100000
23,7,82.371,0.323,0.291,102.000,160.000,0.389,0.95,100000
24,7,91.563,0.333,0.396,100.000,162.000,0.382,0.95,100000
25,7,94.313,0.333,0.423,100.000,162.000,0.382,0.95,100000
26,7,94.471,0.333,0.424,100.000,162.000,0.382,0.95,100000
27,7,94.476,0.333,0.427,100.000,162.000,0.382,0.95,100000
28,7,95.295,0.333,0.427,100.000,162.000,0.382,0.95,100000
29,7,95.295,0.333,0.428,100.000,162.000,0.382,0.95,100000
30,7,95.295,0.333,0.428,100.000,162.000,0.382,0.95,100000
31,7,95.354,0.333,0.429,100.000,162.000,0.382,0.95,100000
32,7,95.252,0.333,0.430,100.000,162.000,0.382,0.95,100000
33,7,95.252,0.333,0.482,100.000,162.000,0.382,0.95,100000
34,7,95.252,0.333,0.495,100.000,162.000,0.382,0.95,100000
35,7,95.252,0.333,0.636,100.000,162.000,0.382,0.95,100000
36,7,95.252,0.333,0.637,100.000,162.000,0.382,0.95,100000
37,7,95.651,0.333,0.638,100.000,162.000,0.382,0.95,100000
38,7,95.651,0.333,0.638,100.000,162.000,0.382,0.95,100000
39,7,95.651,0.333,0.639,100.000,162.000,0.382,0.95,100000
40,7,113.852,0.333,0.640,100.000,162.000,0.382,0.95,100000
41,7,113.852,0.333,0.641,100.000,162.000,0.382,0.95,100000
42,7,121.365,0.333,0.642,100.000,162.000,0.382,0.95,100000
43,7,121.365,0.333,0.642,100.000,162.000,0.382,0.95,100000
44,7,121.365,0.333,0.643,100.000,162.000,0.382,0.95,100000
45,7,121.365,0.333,0.644,100.000,162.000,0.382,0.95,100000
46,7,121.365,0.333,0.644,100.000,162.000,0.382,0.95,100000
47,7,121.365,0.333,0.645,100.000,162.000,0.382,0.95,100000
48,7,121.365,0.333,0.646,100.000,162.000,0.382,0.95,100000
49,7,121.365,0.333,0.647,100.000,162.000,0.382,0.95,100000
50,7,121.850,0.333,0.648,100.000,162.000,0.382,0.95,100000
51,7,121.850,0.333,0.649,100.000,162.000,0.382,0.95,100000
52,7,121.850,0.333,0.649,100.000,162.000,0.382,0.95,100000
53,7,121.613,0.331,0.650,99.000,163.000,0.378,0.95,100000
54,7,121.607,0.331,0.650,99.000,163.000,0.378,0.95,100000
55,7,121.849,0.333,0.651,99.000,163.000,0.378,0.95,100000
56,7,121.849,0.333,0.652,99.000,163.000,0.378,0.95,100000
57,7,121.849,0.333,0.652,99.000,163.000,0.378,0.95,100000
58,7,121.849,0.333,0.653,99.000,163.000,0.378,0.95,100000
59,7,121.849,0.333,0.653,99.000,163.000,0.378,0.95,100000
60,7,121.853,0.333,0.654,99.000,163.000,0.378,0.95,100000
61,7,121.853,0.333,0.655,99.000,163.000,0.378,0.95,100000
62,7,121.853,0.333,0.655,99.000,163.000,0.378,0.95,100000
63,7,121.853,0.333,0.656,99.000,163.000,0.378,0.95,100000
64,7,121.853,0.333,0.656,99.000,163.000,0.378,0.95,100000
65,7,121.853,0.333,0.657,99.000,163.000,0.378,0.95,100000
66,7,121.853,0.333,0.658,99.000,163.000,0.378,0.95,100000
67,7,122.014,0.333,0.658,99.000,163.000,0.378,0.95,100000
68,7,122.014,0.333,0.664,99.000,163.000,0.378,0.95,100000
69,7,122.029,0.333,0.664,100.000,162.000,0.382,0.95,100000
70,7,122.029,0.333,0.665,100.000,162.000,0.382,0.95,100000
71,7,122.029,0.333,0.665,100.000,162.000,0.382,0.95,100000
72,7,122.029,0.333,0.666,100.000,162.000,0.382,0.95,100000
73,7,122.029,0.333,0.666,100.000,162.000,0.382,0.95,100000
74,7,122.029,0.333,0.667,100.000,162.000,0.382,0.95,100000
75,7,121.745,0.333,0.667,100.000,162.000,0.382,0.95,100000
76,7,122.108,0.333,0.668,100.000,162.000,0.382,0.95,100000
77,7,108.619,0.333,0.669,100.000,162.000,0.382,0.95,100000
78,7,107.513,0.333,0.669,100.000,162.000,0.382,0.95,100000
79,7,107.513,0.333,0.670,100.000,162.000,0.382,0.95,100000
80,7,107.555,0.333,0.670,100.000,162.000,0.382,0.95,100000
81,7,107.555,0.333,0.671,100.000,162.000,0.382,0.95,100000
82,7,94.495,0.329,0.671,99.000,163.000,0.378,0.95,100000
83,7,94.766,0.314,0.672,94.000,168.000,0.359,0.95,100000
84,7,94.766,0.314,0.672,94.000,168.000,0.359,0.95,100000
85,7,94.766,0.314,0.673,94.000,168.000,0.359,0.95,100000
86,7,107.936,0.312,0.674,94.000,168.000,0.359,0.95,100000
87,7,107.936,0.312,0.674,94.000,168.000,0.359,0.95,100000
88,7,107.936,0.312,0.677,94.000,168.000,0.359,0.95,100000
89,7,107.936,0.312,0.678,94.000,168.000,0.359,0.95,100000
90,7,108.069,0.312,0.678,94.000,168.000,0.359,0.95,100000
91,7,102.734,0.341,0.679,92.000,170.000,0.351,0.95,100000
92,7,102.734,0.341,0.679,92.000,170.000,0.351,0.95,100000
93,7,101.924,0.343,0.681,90.000,172.000,0.344,0.95,100000
94,7,105.233,0.339,0.681,90.000,172.000,0.344,0.95,100000
95,7,95.406,0.345,0.682,90.000,172.000,0.344,0.95,100000
96,7,95.407,0.345,0.682,90.000,172.000,0.344,0.95,100000
97,7,95.855,0.349,0.682,95.000,167.000,0.363,0.95,100000
98,7,95.855,0.349,0.683,95.000,167.000,0.363,0.95,100000
99,7,95.855,0.349,0.683,95.000,167.000,0.363,0.95,100000
100,7,95.855,0.349,0.686,95.000,167.000,0.363,0.95,100000
1,6,101.867,0.361,0.155,108.000,154.000,0.412,0.95,100000
2,6,97.516,0.375,0.156,114.000,148.000,0.435,0.95,100000
3,6,97.099,0.375,0.157,114.000,148.000,0.435,0.95,100000
4,6,94.516,0.375,0.158,114.000,148.000,0.435,0.95,100000
5,6,93.300,0.327,0.158,103.000,159.000,0.393,0.95,100000
6,6,92.529,0.327,0.159,103.000,159.000,0.393,0.95,100000
7,6,92.529,0.327,0.160,103.000,159.000,0.393,0.95,100000
8,6,97.493,0.410,0.160,122.000,140.000,0.466,0.95,100000
9,6,96.654,0.408,0.209,122.000,140.000,0.466,0.95,100000
10,6,93.127,0.424,0.210,124.000,138.000,0.473,0.95,100000
11,6,92.997,0.424,0.210,124.000,138.000,0.473,0.95,100000
12,6,88.416,0.501,0.211,139.000,123.000,0.531,0.95,100000
13,6,88.416,0.501,0.212,139.000,123.000,0.531,0.95,100000
14,6,88.416,0.501,0.212,139.000,123.000,0.531,0.95,100000
15,6,89.039,0.489,0.213,135.000,127.000,0.515,0.95,100000
16,6,88.633,0.497,0.214,139.000,123.000,0.531,0.95,100000
17,6,89.505,0.483,0.214,136.000,126.000,0.519,0.95,100000
18,6,89.824,0.479,0.215,135.000,127.000,0.515,0.95,100000
19,6,89.837,0.479,0.217,135.000,127.000,0.515,0.95,100000
20,6,90.539,0.462,0.217,136.000,126.000,0.519,0.95,100000
21,6,92.413,0.428,0.218,134.000,128.000,0.511,0.95,100000
22,6,92.450,0.428,0.221,134.000,128.000,0.511,0.95,100000
23,6,93.133,0.430,0.222,134.000,128.000,0.511,0.95,100000
24,6,93.133,0.430,0.222,134.000,128.000,0.511,0.95,100000
25,6,90.285,0.428,0.225,134.000,128.000,0.511,0.95,100000
26,6,89.721,0.430,0.226,134.000,128.000,0.511,0.95,100000
27,6,90.073,0.426,0.226,134.000,128.000,0.511,0.95,100000
28,6,90.408,0.426,0.227,134.000,128.000,0.511,0.95,100000
29,6,90.789,0.426,0.228,134.000,128.000,0.511,0.95,100000
30,6,86.080,0.501,0.229,141.000,121.000,0.538,0.95,100000
31,6,86.161,0.501,0.229,141.000,121.000,0.538,0.95,100000
32,6,83.820,0.503,0.230,140.000,122.000,0.534,0.95,100000
33,6,80.377,0.503,0.230,140.000,122.000,0.534,0.95,100000
34,6,81.166,0.493,0.231,135.000,127.000,0.515,0.95,100000
35,6,81.166,0.493,0.232,135.000,127.000,0.515,0.95,100000
36,6,82.578,0.493,0.233,135.000,127.000,0.515,0.95,100000
37,6,82.578,0.493,0.233,135.000,127.000,0.515,0.95,100000
38,6,82.570,0.493,0.234,135.000,127.000,0.515,0.95,100000
39,6,82.570,0.493,0.235,135.000,127.000,0.515,0.95,100000
40,6,82.113,0.501,0.235,139.000,123.000,0.531,0.95,100000
41,6,73.026,0.501,0.236,139.000,123.000,0.531,0.95,100000
42,6,72.947,0.501,0.237,139.000,123.000,0.531,0.95,100000
43,6,72.944,0.501,0.237,140.000,122.000,0.534,0.95,100000
44,6,72.941,0.501,0.238,140.000,122.000,0.534,0.95,100000
45,6,72.276,0.501,0.239,140.000,122.000,0.534,0.95,100000
46,6,72.276,0.501,0.239,140.000,122.000,0.534,0.95,100000
47,6,72.276,0.501,0.240,140.000,122.000,0.534,0.95,100000
48,6,71.753,0.503,0.241,140.000,122.000,0.534,0.95,100000
49,6,71.766,0.503,0.242,139.000,123.000,0.531,0.95,100000
50,6,71.751,0.503,0.243,139.000,123.000,0.531,0.95,100000
51,6,70.462,0.509,0.243,142.000,120.000,0.542,0.95,100000
52,6,78.055,0.509,0.244,142.000,120.000,0.542,0.95,100000
53,6,78.581,0.503,0.245,142.000,120.000,0.542,0.95,100000
54,6,78.198,0.503,0.246,142.000,120.000,0.542,0.95,100000
55,6,78.198,0.503,0.246,142.000,120.000,0.542,0.95,100000
56,6,77.621,0.503,0.247,142.000,120.000,0.542,0.95,100000
57,6,77.621,0.503,0.247,142.000,120.000,0.542,0.95,100000
58,6,70.170,0.560,0.248,152.000,110.000,0.580,0.95,100000
59,6,66.388,0.570,0.249,151.000,111.000,0.576,0.95,100000
60,6,66.389,0.570,0.250,151.000,111.000,0.576,0.95,100000
61,6,64.945,0.570,0.250,152.000,110.000,0.580,0.95,100000
62,6,66.354,0.570,0.251,151.000,111.000,0.576,0.95,100000
63,6,71.049,0.501,0.251,139.000,123.000,0.531,0.95,100000
64,6,71.005,0.501,0.252,139.000,123.000,0.531,0.95,100000
65,6,66.026,0.572,0.252,151.000,111.000,0.576,0.95,100000
66,6,66.026,0.572,0.253,151.000,111.000,0.576,0.95,100000
67,6,66.026,0.572,0.254,151.000,111.000,0.576,0.95,100000
68,6,66.134,0.572,0.254,151.000,111.000,0.576,0.95,100000
69,6,66.134,0.572,0.255,151.000,111.000,0.576,0.95,100000
70,6,67.819,0.568,0.255,152.000,110.000,0.580,0.95,100000
71,6,68.681,0.499,0.256,139.000,123.000,0.531,0.95,100000
72,6,68.805,0.499,0.257,139.000,123.000,0.531,0.95,100000
73,6,68.858,0.499,0.257,139.000,123.000,0.531,0.95,100000
74,6,68.858,0.499,0.258,139.000,123.000,0.531,0.95,100000
75,6,68.858,0.499,0.258,139.000,123.000,0.531,0.95,100000
76,6,68.758,0.499,0.259,139.000,123.000,0.531,0.95,100000
77,6,69.995,0.499,0.260,139.000,123.000,0.531,0.95,100000
78,6,69.995,0.499,0.260,139.000,123.000,0.531,0.95,100000
79,6,69.995,0.499,0.261,139.000,123.000,0.531,0.95,100000
80,6,69.962,0.499,0.262,140.000,122.000,0.534,0.95,100000
81,6,69.784,0.501,0.262,141.000,121.000,0.538,0.95,100000
82,6,69.885,0.501,0.263,141.000,121.000,0.538,0.95,100000
83,6,69.654,0.507,0.263,141.000,121.000,0.538,0.95,100000
84,6,64.082,0.509,0.264,141.000,121.000,0.538,0.95,100000
85,6,64.082,0.509,0.264,141.000,121.000,0.538,0.95,100000
86,6,64.078,0.509,0.265,141.000,121.000,0.538,0.95,100000
87,6,64.969,0.509,0.265,141.000,121.000,0.538,0.95,100000
88,6,70.114,0.507,0.265,141.000,121.000,0.538,0.95,100000
89,6,69.866,0.507,0.267,141.000,121.000,0.538,0.95,100000
90,6,71.588,0.507,0.267,141.000,121.000,0.538,0.95,100000
91,6,71.588,0.507,0.267,141.000,121.000,0.538,0.95,100000
92,6,71.659,0.507,0.268,141.000,121.000,0.538,0.95,100000
93,6,75.402,0.442,0.268,127.000,135.000,0.485,0.95,100000
94,6,75.281,0.442,0.269,127.000,135.000,0.485,0.95,100000
95,6,75.207,0.444,0.269,127.000,135.000,0.485,0.95,100000
96,6,76.285,0.422,0.269,126.000,136.000,0.481,0.95,100000
97,6,76.243,0.422,0.270,126.000,136.000,0.481,0.95,100000
98,6,76.243,0.422,0.270,126.000,136.000,0.481,0.95,100000
99,6,76.243,0.422,0.270,126.000,136.000,0.481,0.95,100000
100,6,76.243,0.422,0.271,126.000,136.000,0.481,0.95,100000
